Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [Genome reference]
a121141f-83a1-4b42-bfb3-7884d0252d7a	TCGA-HC-7078-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	7310440073_R04C02_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7078-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7078-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
a121141f-83a1-4b42-bfb3-7884d0252d7a	TCGA-HC-7078-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	7310440073_R04C02_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7078-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7078-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7078-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
6e134474-0d99-4fab-aac6-affa168a903f	TCGA-HC-7230-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	7310440082_R01C01_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7230-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7230-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
6e134474-0d99-4fab-aac6-affa168a903f	TCGA-HC-7230-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	7310440082_R01C01_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7230-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7230-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7230-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
7879dfe3-06ed-4976-b2c4-4221a5522e9e	TCGA-G9-6366-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	7310440082_R02C01_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-G9-6366-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-G9-6366-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
7879dfe3-06ed-4976-b2c4-4221a5522e9e	TCGA-G9-6366-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	7310440082_R02C01_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-G9-6366-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-G9-6366-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-G9-6366-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
1c197333-302b-4099-8a96-d428ce18d06a	TCGA-EJ-7115-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	7310440082_R04C01_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7115-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7115-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
1c197333-302b-4099-8a96-d428ce18d06a	TCGA-EJ-7115-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	7310440082_R04C01_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7115-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7115-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7115-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
4abb0af0-eb51-4d6e-b743-8a8d3265b5b9	TCGA-EJ-7789-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	7310440082_R05C01_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7789-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7789-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
4abb0af0-eb51-4d6e-b743-8a8d3265b5b9	TCGA-EJ-7789-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	7310440082_R05C01_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7789-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7789-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7789-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
51593f22-6208-4b4b-a11a-5a552b426b97	TCGA-HC-7233-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	7310440082_R06C01_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7233-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7233-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
51593f22-6208-4b4b-a11a-5a552b426b97	TCGA-HC-7233-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	7310440082_R06C01_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7233-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7233-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7233-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
cc0c1e27-5bd8-4670-a73b-4c7a4eac10da	TCGA-HC-7818-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	7310440082_R01C02_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7818-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7818-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
cc0c1e27-5bd8-4670-a73b-4c7a4eac10da	TCGA-HC-7818-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	7310440082_R01C02_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7818-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7818-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7818-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
382f5f79-1114-4950-9a99-927377696b49	TCGA-EJ-7317-01A-31D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	7310440082_R02C02_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7317-01A-31D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7317-01A-31D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
382f5f79-1114-4950-9a99-927377696b49	TCGA-EJ-7317-01A-31D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	7310440082_R02C02_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7317-01A-31D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7317-01A-31D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7317-01A-31D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
7c80ea5f-b158-4498-8f52-a4c9799016fb	TCGA-HC-7212-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	7310440082_R03C02_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7212-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7212-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
7c80ea5f-b158-4498-8f52-a4c9799016fb	TCGA-HC-7212-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	7310440082_R03C02_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-HC-7212-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-HC-7212-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-HC-7212-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
35bd9138-fa02-48c6-9168-4a37f7cdb51f	TCGA-EJ-7785-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	Cy3	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	7310440095_R01C01_Grn.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7785-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7785-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
35bd9138-fa02-48c6-9168-4a37f7cdb51f	TCGA-EJ-7785-01A-11D-2116-05	jhu-usc.edu:labeling:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	Cy5	MGED Ontology	jhu-usc.edu:hybridization:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	Illumina.com:PhysicalArrayDesign:HumanMethylation450	caArray	jhu-usc.edu:image_acquisition:HumanMethylation450:01	jhu-usc.edu:feature_extraction:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	7310440095_R01C01_Red.idat	jhu-usc.edu_PRAD.HumanMethylation450.Level_1.4.13.0	DNA Methylation	Level 1	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-2.TCGA-EJ-7785-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_2.4.13.0	DNA Methylation	Level 2	yes	jhu-usc.edu:within_bioassay_data_set_function:HumanMethylation450:01	TCGA-EJ-7785-01A-11D-2116-05	jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7785-01A-11D-2116-05.txt	jhu-usc.edu_PRAD.HumanMethylation450.Level_3.4.13.0	DNA Methylation	Level 3	yes	HG19
